GRBID	z	logTa_best	logTa_min	logTa_max	logFa	logFa_min	logFa_max	Photonindex_plateau	Photonerror_max	Photonerror_min	Alpha_best	Alpha_min	Alpha_max	Tt	Tfinal	kplateau	dk	logTa_rescaled	logTaErr	logLumTa	logLumTaErr	Gold1	Gold2	EnergyFlux	EnergyFluxerr	phinprompt	phinprompterror	Epeak	Epeakerror	Kprompt	KPrompterror	logLpeak	logLpeakerr	Environment	Functionalform	Eiso	Eisoerror	DistanceLum	GRBID_1	Theta	ThetaErr
100901A	1.408	4.91124	4.89036	4.93886	-11.3406	-11.3651	-11.3085	2.075	0.062	0.061	1.50754	1.47701	1.54952	3	6.3	1.068130303	0.034986761	4.529583517	0.02425	46.77366227	0.031674144	L	L	5.19e-8	1.07e-8	-1.8402	0.371821212	-	-	0.868983027	0.283944714	50.73997933	0.1678	Wind	PL	50.74	0.1678	28.4932	100901A	15.07575866341587	0.7617929253084245
101219B	0.5519	4.420039515	4.253210151	4.58686888	-11.99592706	-12.08537333	-11.90648078	1.94	0.51	0.3	0.669181368	0.629790741	0.708571996	3.8	6.4	0.973975822	0.105065071	4.229175782	0.166829364	45.07826151	0.100972303	XRF-B	XRF-B	1.15e-7	2.6e-8	-1.7165	0.244457576	-	-	0.882856526	0.094848995	50.09290043	0.1087	S	PL	50.0929	0.1087	27.9932	101219B	18.323065113928095	0.6012505705906799
110213A	1.46	3.84089	3.81962	3.86665	-9.89698	-9.93009	-9.85833	2.1905	0.681520543	0.228795214	1.8412	1.81639	1.87209	2.1	6	1.187061276	0.294762085	3.449954893	0.023515	48.30204222	0.113652963	L-G-P	L-G	7.15e-8	1.88e-8	-2.82425	0.477678788	-	-	2.100043361	0.902993408	51.30131736	0.2188	ISM	PL	51.3013	0.2188	28.5127	110213A	12.733442203081779	0.8373558672674817
110808A	1.348	4.50711	4.35146	4.66277	-12.0844	-12.1681	-12.0007	2.4	0.46	0.41	0.807091	0.729491	0.884691	2.8	6	1.406951857	0.316607056	4.136411907	0.155655	46.1027646	0.128673014	S	S	3.81e-8	8.14e-9	-1.85103	0.297754545	-	-	0.880596804	0.223805907	50.56483245	0.1441	ISM	PL	50.5648	0.1441	28.4698	110808A	15.892339490662225	0.690126159096672
110818A	3.36	3.846274153	3.786625737	3.905922569	-11.28292779	-11.33807684	-11.22777874	1.83	0.2	0.18	1.371677184	1.304338994	1.439015373	3.2	6	0.778551412	0.132009144	3.206787664	0.059648416	47.61483268	0.091999722	L-G-P	L-G	1.41e-7	1.5e-8	-1.10998	0.197767879	-	-	0.269677203	0.078532071	51.58604743	0.1346	Wind	PL	51.586	0.1346	28.9536	110818A	11.68934683393366	0.4726714317885478
111008A	5	3.989933926	3.95425723	4.025610622	-10.66765993	-10.69617102	-10.63914885	1.829	0.097	0.095	1.215842875	1.188491585	1.243194166	2.5	6	0.736098845	0.076736703	3.211782676	0.035676696	48.61493265	0.053503646	L-G-P	L-G	5.41e-7	3.91e-8	-1.25893	0.111360606	-	-	0.265054665	0.052886734	52.57251191	0.0922	S	PL	52.5725	0.0922	29.1582	111008A	8.69386951170092	0.24031422478752612
111117A	2.211	3.040958613	2.872004503	3.209912722	-11.5614784	-11.7222076	-11.4007492	1.79	0.55	0.46	1.320391508	1.202614838	1.438168178	2.5	6	0.782718387	0.279465625	2.534318307	0.16895411	46.89935835	0.223334497	K-S	K-S	1.5e-7	1.37e-8	-0.590213	0.168756061	-	-	0.193083465	0.038011927	51.02858638	0.0943	Wind	PL	51.0286	0.0943	28.734	111117A	13.821662468487588	0.392135451373558
111123A	3.1516	4.42202873	4.351372959	4.492684501	-11.60816955	-11.68125782	-11.53508128	2.25	0.24	0.23	1.467233707	1.361349561	1.573117854	3.7	5.5	1.427426897	0.289396567	3.803813227	0.070655771	47.4862	0.1144312	U	U	7.33e-8	7.49e-9	-1.32759	0.1614	-	-	0.383977444	0.088219547	51.38898136	0.1092	Wind	PL	51.389	0.1092	28.9203	111123A	12.402338711777505	0.4070530437629783
111209A	0.677	4.13326	4.12281	4.14372	-9.0572	-9.07819	-9.03621	1.2529	0.0078	0.0077	2.77382	2.72947	2.81817	2.58	6.4	0.679596837	0.001650308	3.908726937	0.010455	48.07625216	0.021016478	T	T	7.59e-8	1.7e-8	-1.67788	0.373833333	-	-	0.846590537	0.163624157	50.10915422	0.1286	N/A	PL	50.1091	0.1286	28.101	111209A	18.2333735069272	0.7079963127451467
111228A	0.716	4.106278347	4.069013922	4.143542772	-10.65738581	-10.68750416	-10.62726747	1.99	0.11	0.11	1.152976617	1.129677346	1.176275889	2.7	6	0.994614594	0.03580586	3.871761063	0.037264425	46.7009632	0.033934523	SEE-N-E	SEE-N-E	8.06e-7	2.1e-8	-1.83354	0.045554545	-	-	0.914033794	0.022484566	51.22790645	0.0156	ISM	PL	51.2279	0.0156	28.1307	111228A	13.017560445775253	0.06092553884586078
120118B	2.943	3.68307	3.57391	3.83744	-10.956	-11.068	-10.8336	2.01	0.26	0.25	1.0241	0.953778	1.10809	2.5	5	1.013813962	0.214956316	3.087243223	0.131765	47.91825868	0.149046951	L-G-P	L-G	1.38e-7	1.32e-8	-1.89927	0.142154545	-	-	0.870928232	0.169855192	51.9495428	0.0943	S	PL	51.9495	0.0943	28.8845	120118B	10.480645784284558	0.296545144637107
120327A	2.813	3.485172154	3.433493057	3.53685125	-10.15210338	-10.1957283	-10.10847846	1.63	0.15	0.11	1.44859414	1.390591258	1.506597022	2.4	5.4	0.609440458	0.064266093	2.903905349	0.051679096	48.45382272	0.063249337	L-G	L-G	3.28e-7	1.12e-8	-1.25088	0.055466667	-	-	0.366911573	0.027238594	51.90160627	0.0355	Wind	PL	51.9016	0.0355	28.8609	120327A	10.632551151672264	0.11326330348912357
120404A	2.88	3.79948	3.75479	3.89136	-11.0269	-11.1683	-10.9342	1.69	0.13	0.12	1.90651	1.7885	2.03127	2.6	5.2	0.656843891	0.067467579	3.210648274	0.068285	47.63621668	0.125262195	L-G-P	L-G	7.62e-8	1.09e-8	-1.83909	0.22980303	-	-	0.803990815	0.25050346	51.63287562	0.1488	Wind	PL	51.6329	0.1488	28.8732	120404A	11.526081144903742	0.5151662891123358
120422A	0.28	5.232666974	5.014848353	5.450485595	-12.73909646	-12.85739888	-12.62079404	2.1	0.42	0.35	0.86153199	0.647080058	1.075983923	2.6	6.2	1.02499323	0.059040312	5.125457004	0.217818621	43.66278966	0.120918344	A	A	5.37e-8	9.21e-9	-1.00229	0.296906061	-	-	0.781691773	0.057293515	49.01400063	0.081	ISM	PL	49.014	0.081	27.646	120422A	25.407806917329467	0.6267206758115837
120907A	0.97	3.211382703	3.149086009	3.273679396	-10.37700557	-10.41830898	-10.33570216	1.78	0.17	0.16	1.053291038	1.024643767	1.081938308	2	6	0.861424918	0.058407499	2.916916477	0.062296694	47.24351902	0.050725489	L-G	L-G	2.28e-7	1.92e-8	-1.38869	0.130860606	-	-	0.660678009	0.058620559	50.86356698	0.0531	S	PL	50.8635	0.0531	28.293	120907A	14.525224462141352	0.23209015996608937
120922A	3.1	3.59799	3.54452	3.81127	-10.5957	-10.8072	-10.4799	2.17	0.24	0.23	1.06622	1.03418	1.10544	2.9	6	1.271081084	0.255434867	2.985206143	0.133375	48.43107046	0.185467777	L-G-P	L-G	1.06e-7	7.57e-9	-1.95087	0.115606061	-	-	0.933026393	0.152194002	51.91752117	0.0773	S	PL	51.9175	0.0773	28.9117	120922A	10.581874687665396	0.24567850423432352
121024A	2.298	4.171788233	4.106353149	4.237223318	-11.31120735	-11.37451325	-11.24790146	1.87	0.16	0.16	1.303535506	1.236874016	1.370196996	3	6	0.856302901	0.099087529	3.653537582	0.065435084	47.22949796	0.080827978	L	L	1.25e-7	1.4e-8	-1.06926	0.185487879	-	-	0.329339172	0.072897808	51.22255137	0.1078	Wind	PL	51.2225	0.1078	28.7544	121024A	13.038534406550939	0.42258739450174654
121027A	1.773	5.409190417	5.371236686	5.447144148	-11.92063319	-11.96221735	-11.87904904	2.16	0.14	0.14	1.509957635	1.451017941	1.568897328	4.5	6.6	1.177258891	0.10187939	4.966240547	0.037953731	46.48267188	0.056051502	U	U	9.14e-8	8.41e-9	-1.66714	0.147093939	-	-	0.712130696	0.106837755	51.14612279	0.0764	Wind	PL	51.1461	0.0764	28.6166	121027A	13.34162118995106	0.3065753324135687
121211A	1.023	4.209335181	4.146088022	4.272582339	-11.28203604	-11.33628681	-11.22778526	1.95	0.15	0.14	1.156156118	1.081553289	1.230758946	3	5.75	0.965384243	0.059774443	3.903339298	0.063247159	46.44509201	0.060549551	U	U	9.84e-8	1.72e-8	-0.943988	0.337659697	-	-	0.475187137	0.113051199	50.41214252	0.1282	N/A	PL	50.4121	0.1282	28.3216	121211A	16.64071224710631	0.6431499548608653
121229A	2.707	4.70907	4.32183	5.09631	-12.3592	-12.6216	-12.0968	1.99	0.52	0.28	0.900754	0.476397	1.32511	3.6	5.4	0.986983231	0.313495286	4.140047414	0.38724	46.41580764	0.296449906	L	L-G	3.51e-8	1.13e-8	-1.35264	0.807258788	-	-	0.428191004	0.452892902	50.95725544	0.4802	ISM	PL	50.9572	0.4802	28.8407	121229A	14.121457663386282	2.040151039609785
130408A	3.76	3.58393	3.51362	3.65423	-10.3302	-10.4072	-10.2532	1.945	0.5352803	0.301039864	1.39277	1.32847	1.45707	2	5.5	0.917765267	0.362897342	2.906323047	0.070305	48.75559878	0.188199036	T	T	3.45e-7	5.9e-8	-1.7771	0.233224242	-	-	0.706254796	0.256997349	52.51038862	0.1746	Wind	PL	52.5104	0.1746	29.0119	130408A	8.857373728006987	0.463781537717639
130418A	1.218	2.59006	2.52139	2.65873	-9.24742	-9.30789	-9.18695	1.198	0.048	0.042	1.28449	1.25287	1.31612	2.2	5.8	0.527884419	0.011468614	2.244098458	0.06867	48.40504632	0.061201684	L-G	L-G	3.35e-8	7.95e-9	-2.56949	0.391493939	-	-	1.574061289	0.490896792	50.65218912	0.1701	Wind	PL	50.6522	0.1701	28.4153	130418A	15.479609622911163	0.7931909529382859
130511A	1.3033	2.65954	2.57016	2.74893	-10.5162	-10.6	-10.4324	1.65	0.32	0.3	1.16497	1.11581	1.21413	2	5	0.746753596	0.117057605	2.297189492	0.089385	47.35964142	0.107967822	L	L-G	9.85e-8	1.12e-8	-1.44142	0.169869697	-	-	0.627477639	0.088932137	50.79357233	0.079	S	PL	50.7935	0.079	28.4517	130511A	14.834477705251581	0.3525632095344602
130514A	3.6	3.68772	3.60935	3.76608	-10.7207	-10.7987	-10.6427	1.65	0.45	0.29	1.17745	1.13557	1.21933	2.9	5.8	0.586185078	0.200596382	3.024962168	0.078365	48.12540113	0.167843485	L	L	2.23e-7	1.31e-8	-1.49743	0.089178788	-	-	0.46442736	0.063204779	52.09340412	0.0643	Wind	PL	52.0934	0.0643	28.9894	130514A	10.037740221977284	0.19380797563733473
130603B	0.356	3.52927	3.48415	3.5744	-10.5122	-10.5556	-10.4689	1.84	0.325729949	0.267441582	1.50729	1.43647	1.57811	1.9	5.2	0.952441806	0.052137235	3.39701031	0.045125	46.09940496	0.049440911	K-S	K-S	6.34e-7	1.72e-8	-0.852985	0.043810303	-	-	0.705173774	0.009408396	50.28306265	0.0132	Wind	PL	50.283	0.0132	27.7668	130603B	17.30119289387742	0.06862738732784868
130604A	1.06	2.071571247	1.971387234	2.17175526	-8.315649473	-8.482091198	-8.149207748	1.98	0.3	0.27	1.742079764	1.700426193	1.783733335	1.9	5.2	0.98564984	0.123039688	1.757704027	0.100184013	49.45867005	0.175048404	L	L	6.3e-8	9.59e-9	-1.31784	0.253515152	-	-	0.610790589	0.111907169	50.3658192	0.1035	ISM	PL	50.3658	0.1035	28.3407	130604A	16.874745834152826	0.5263689013509469
130606A	5.913	3.30222	3.2244	3.38004	-10.1806	-10.2487	-10.1124	1.44	0.19	0.1	1.37571	1.32385	1.42757	2.7	5.5	0.338677799	0.05754311	2.462553443	0.07782	48.93511482	0.100445115	U	U	2.34e-7	1.14e-8	-1.01167	0.075648182	-	-	0.147955922	0.021639807	52.12588037	0.0669	S	PL	52.1259	0.0669	29.2433	130606A	9.940387456421476	0.1996155380114947
130831A	0.4791	3.31959	3.23055	3.40864	-9.89284	-9.94766	-9.83803	2.01	0.122065556	0.10404326	1.28481	1.21754	1.35208	2.2	6	1.003922009	0.026925381	3.149592463	0.089045	47.04681503	0.056038887	B	B	9.44e-7	2.49e-8	-1.70336	0.04439697	-	-	0.890372895	0.015473322	50.86238699	0.0137	N/A	PL	50.8624	0.0137	27.9194	130831A	14.530383544434594	0.0599728244442774
130925A	0.347	5.84588	5.78164	5.91012	-10.6253	-10.6877	-10.563	2.5915	0.826226361	0.412354217	1.38344	1.2566	1.51028	4.2	6.5	1.192671751	0.133343685	5.716512404	0.06424	46.05800171	0.07902614	U	U	4.68e-7	2.66e-8	-1.90913	0.094033333	-	-	0.973294718	0.027262608	50.26535515	0.0275	S	PL	50.2653	0.0275	27.7538	130925A	17.39385200867258	0.14415376305028219
140419A	3.956	3.68383	3.65941	3.70825	-10.0056	-10.0296	-9.98163	1.678	0.099	0.097	1.36898	1.35109	1.38686	3	6.2	0.597265903	0.056779607	2.988698702	0.02442	48.94609938	0.047747905	L-G-P	L-G	4.18e-7	1.28e-8	-1.03015	0.048148182	-	-	0.211751703	0.016318842	52.12236858	0.036	N/A	PL	52.1223	0.036	29.0381	140419A	9.9508686810463	0.10755259495247008
140423A	3.26	3.90552	3.85057	3.96047	-10.8523	-10.9026	-10.8019	1.77	1.051712889	0.752013963	1.18974	1.14462	1.23485	2.5	6	0.716532333	0.567599068	3.276110401	0.05495	47.9779812	0.34769013	L	L	1.86e-7	1.42e-8	-1.19415	0.114142424	-	-	0.311021402	0.051450123	51.73805576	0.0791	Wind	PL	51.738	0.0791	28.9379	140423A	11.167691093786681	0.26537889142244786
140509A	2.4	3.58709	3.52293	3.70036	-11.0977	-11.1759	-11.008	1.86	0.23	-0.21	1.40649	1.312	1.52036	2.85	5	0.842544701	0.006249003	3.055611083	0.088715	47.4818573	0.084011772	L-G-P	L-G	1.18e-7	1.77e-8	-1.49284	0.234306061	-	-	0.537594915	0.154148891	51.45715968	0.1405	Wind	PL	51.4571	0.1405	28.7774	140509A	12.15084113276727	0.5128365537698875
140512A	0.725	3.53686	3.51457	3.55914	-9.50443	-9.51947	-9.48939	1.871	0.103200048	0.098234414	1.25134	1.23128	1.2714	2.4	5.5	0.932082183	0.031020689	3.300070901	0.022285	47.8390073	0.020859373	L-G-P	L-G	5.13e-7	1.39e-8	-1.24366	0.042666667	-	-	0.662074609	0.015401855	50.90543005	0.0155	S	PL	50.9054	0.0155	28.1374	140512A	14.343386005762895	0.0668157508390407
140614A	4.233	3.70006	3.60111	3.799	-10.9589	-11.0718	-10.846	1.83	0.61	0.51	1.35595	1.26281	1.4491	2.8	5.2	0.754766081	0.423945908	2.981309265	0.098945	48.16411641	0.268799106	L	L	3.34e-8	8.19e-9	-0.775289	0.69806303	-	-	0.131746191	0.152204221	50.88805213	0.5129	Wind	PL	50.888	0.5129	29.073	140614A	14.41858860573413	2.2256445022278073
140629A	2.3	2.85608	2.79447	2.91769	-9.84891	-9.8917	-9.80613	1.815	0.109658561	0.106301458	1.16056	1.12555	1.19557	2	5.2	0.801816375	0.062648469	2.33756606	0.06161	48.66416278	0.054607618	L-G-P	L-G	3.5e-7	1.87e-8	-1.35453	0.082972727	-	-	0.462716309	0.045838067	51.81825264	0.0489	S	PL	51.8182	0.0489	28.7549	140629A	10.901981831380883	0.15998177226455187
140903A	0.351	4.29222	4.21807	4.36638	-11.3095	-11.3735	-11.2456	1.57	0.15	0.15	1.22723	1.11695	1.33752	2.4	5.2	0.878654626	0.024030809	4.161564651	0.074155	45.25272382	0.065043706	K-S	K-S	1.52e-7	8.04e-9	-2.02877	0.085824242	-	-	1.008692878	0.026044248	49.80278471	0.0256	Wind	PL	49.8028	0.0256	27.7596	140903A	20.001771888637357	0.15495500066238796
141004A	0.57	3.30337	3.22143	3.3853	-10.6117	-10.697	-10.5264	2.08	0.21	0.2	1.54959	1.45185	1.64733	2	5	1.036745054	0.058102022	3.107470348	0.081935	46.52349223	0.088704449	B	B	4.3e-7	1.11e-8	-1.68888	0.041742424	-	-	0.86906388	0.016363595	50.69157193	0.0139	Wind	PL	50.6915	0.0139	28.0101	141004A	15.297104705316304	0.06392385638878324
141121A	1.47	5.76634	5.67625	5.85644	-12.6568	-12.8243	-12.4893	1.82	0.19	0.17	2.33322	2.03632	2.63012	4.4	6.2	0.849795738	0.083825534	5.373643047	0.090095	45.40438467	0.172891547	U	U	5.77e-8	1.27e-8	-1.8462	0.336406061	-	-	0.870168201	0.26469165	50.83300336	0.1628	Wind	PL	50.833	0.1628	28.5163	141121A	14.659452147338511	0.7183275434257782
150120B	0.46	3.39431	3.30378	3.48485	-10.791	-10.8621	-10.7199	1.92	0.2	0.19	1.17705	1.11935	1.23476	2	5.5	0.97017878	0.043390573	3.229957144	0.090535	46.0915975	0.07370538	L	L	7.7e-8	1.06e-8	-1.93752	0.219048485	-	-	0.976632637	0.080958869	49.77188696	0.0699	N/A	PL	49.7719	0.0699	27.8983	150120B	20.189560510862336	0.42713865759200664
150403A	2.06	3.19694	3.18997	3.20392	-8.82118	-8.82629	-8.81608	1.679	0.015	0.015	1.24471	1.24013	1.24929	2	6.2	0.698366538	0.007100578	2.711218574	0.006975	49.51510523	0.00674974	L-G-P	L-G	1.71e-6	3.81e-8	-0.917571	0.036280909	-	-	0.298017002	0.012092669	52.19894292	0.0201	N/A	PL	52.1989	0.0201	28.6965	150403A	9.724825163215312	0.05867482569860587
150910A	1.36	3.85419	3.82551	3.88287	-9.97065	-10.0028	-8.59487	1.6645	0.096509067	0.091591484	2.03808	1.97145	2.10471	2.2	5.5	0.749700884	0.036693252	3.481277997	0.02868	47.95264045	0.704285837	L-G-P	L-G	8.28e-8	2.18e-8	-1.46489	0.570074545	-	-	0.631612997	0.309175277	50.76683346	0.2413	Wind	PL	50.7668	0.2413	28.4746	150910A	14.954366545773706	1.0865392263706461
151021A	2.33	3.15765	3.10557	3.20973	-9.64218	-9.705	-9.57936	2.27	0.56	0.48	1.33346	1.31205	1.35487	2.4	5.5	1.383757357	0.524608075	2.635205766	0.05208	49.1215783	0.176226206	L	L	7.66e-7	4.6e-8	-1.42029	0.094518182	-	-	0.497890516	0.056611523	52.20419221	0.0558	S	PL	52.2042	0.0558	28.7617	151021A	9.709519858438686	0.1627110677814239
151027A	0.81	3.99907	3.98176	4.01638	-9.93519	-9.9574	-9.91298	1.9235	0.063405441	0.0585235	1.74508	1.72009	1.77007	2.7	6	0.95562519	0.020949538	3.741391425	0.01731	47.53730861	0.024164618	L-G-P	L-G	5.82e-7	2.88e-8	-1.23969	0.081806061	-	-	0.636919291	0.030914618	51.06127541	0.0301	ISM	PL	51.0613	0.0301	28.1965	151027A	13.686430094211184	0.12385649594303767
151031A	1.167	3.69323	3.5264	3.86005	-11.5208	-11.6135	-9.57936	2.24	0.28	0.26	0.897942	0.773473	1.02241	2	5	1.20394359	0.152355636	3.357371089	0.166825	46.4437586	1.018553802	XRF	XRF	1.03e-7	8.29e-9	-2.05274	0.124681818	-	-	1.041629327	0.10043588	50.91657579	0.0545	N/A	PL	50.9166	0.0545	28.3924	151031A	14.295361765855173	0.23421905835991322
160117B	0.87	4.10299	3.94092	4.26507	-11.7503	-11.8729	-11.6276	1.64	0.2	0.17	0.973333	0.879374	1.06729	3.5	5.5	0.798246498	0.056021718	3.831148393	0.162075	45.72049014	0.126380397	L	L	1.05e-7	7.85e-9	-2.02596	0.115551515	-	-	1.016382101	0.073513021	50.59745001	0.0451	Wind	PL	50.5974	0.0451	28.2347	160117B	15.736944858390002	0.21399841328597696
160121A	1.96	3.8244	3.70401	3.94478	-11.1726	-11.242	-11.1032	2.02	0.27	0.21	0.798663	0.692615	0.904711	2.4	5	1.021941026	0.161309009	3.353108289	0.120385	47.2761284	0.097548301	L-G-P	L-G	7.79e-8	8.23e-9	-1.81961	0.152063636	-	-	0.822211768	0.135679599	51.24587628	0.0851	N/A	PL	51.2459	0.0851	28.67	160121A	12.94742721538543	0.33117598395211567
160203A	3.52	3.66139836	3.574387933	3.748408786	-11.36748516	-11.45207195	-11.28289837	1.47	0.97	0.47	1.146279559	1.086088659	1.206470459	2.5	5.2	0.449548579	0.295919749	3.006259925	0.087010427	47.34006429	0.298129994	L	L	7.93e-8	1.93e-8	-2.00301	0.383312121	-	-	1.004550945	0.58086243	51.9560148	0.2725	Wind	PL	51.956	0.2725	28.9778	160203A	10.460304656992738	0.8557165224961963
160327A	4.99	3.76407	3.70374	3.8244	-11.2238	-11.2911	-11.1565	1.78	0.19	0.15	1.49693	1.39653	1.59733	2.45	5	0.674475376	0.124395963	2.986643178	0.06033	48.0187816	0.104618656	L-G-P	L-G	1.25e-7	8.77e-9	-1.56789	0.101963636	-	-	0.461387788	0.084214451	52.17530154	0.0849	Wind	PL	52.1753	0.0849	29.1572	160327A	9.79405716499229	0.2495399536998276
160804A	0.736	4.38419	4.28882	4.47957	-11.5213	-11.58	-11.4625	1.92	0.18	0.17	0.948229	0.878166	1.01829	3.1	6	0.956832729	0.055975951	4.144640279	0.095375	45.8495482	0.064008339	L	L-G	2.01e-7	1.53e-8	-1.66323	0.116227273	-	-	0.83047553	0.053241005	50.61218902	0.0433	ISM	PL	50.6122	0.0433	28.1454	160804A	15.667231838255498	0.20417687948563887
161117A	1.549	4.08464	4.04445	4.12483	-10.7485	-10.7868	-10.7101	2.375	2.050737672	0.70215739	1.141	1.11735	1.16465	3	6.2	1.420328129	1.108668114	3.678270165	0.04019	47.59186999	0.341160358	L	L-G	4.6e-7	1.15e-8	-1.77441	0.041312121	-	-	0.809705387	0.031299808	51.75911837	0.02	ISM	PL	51.7591	0.02	28.5444	161117A	11.097281613468828	0.06662841874766436
161129A	0.645	3.70506	3.65434	3.75579	-10.4365	-10.6428	-10.4303	1.71	0.17	0.16	2.32574	2.21946	2.43202	2	5	0.865589318	0.043083876	3.488894098	0.050725	46.75070745	0.108426655	U	U	2.91e-7	1.29e-8	-1.16123	0.070393939	-	-	0.658698275	0.023079409	50.53175214	0.0246	N/A	PL	50.5317	0.0246	28.0753	161129A	16.051526495443834	0.11901197350298454
170519A	0.818	4.1513	4.09907	4.20354	-11.0633	-11.1163	-11.0103	1.975	1.002110273	0.553263048	1.37345	1.30671	1.4402	2.9	5.5	0.985167674	0.277549849	3.891706121	0.052235	46.4329248	0.133339016	L	L-G	5.42e-8	7.71e-9	-1.39561	0.215418182	-	-	0.696793444	0.089721505	50.07996869	0.0833	Wind	PL	50.0799	0.0833	28.2017	170519A	18.394745561188955	0.4627172048607627
170531B	2.366	3.80257	3.68822	3.91692	-11.3962	-11.4804	-11.3121	1.99	0.35	0.28	1.02082	0.913396	1.12825	3	5	0.987936108	0.228915816	3.275455888	0.11435	47.23742728	0.131178488	L-G	L-G	5.15e-8	8.8e-9	-1.72435	0.280269697	-	-	0.715650527	0.243443101	51.20512945	0.1654	ISM	PL	51.2051	0.1654	28.7698	170531B	13.107006166372832	0.6516152857506893
170714A	0.793	4.280802321	4.256865912	4.30473873	-10.07543958	-10.14183538	-10.00904379	1.6815	0.029	0.029	3.421196945	3.271619963	3.570773926	2.8	6	0.830299311	0.008520791	4.027222031	0.023936409	47.31334876	0.066545212	U	U	2.1e-8	8.56e-9	-1.96655	0.887268182	-	-	0.98065837	0.508046927	49.7830615	0.2864	N/A	PL	49.783	0.2864	28.1852	170714A	20.12143767524048	1.7428371182701385
170903A	0.886	4.41384	4.34791	4.47978	-11.2604	-11.3013	-11.2194	2.14	0.2	0.19	0.971187	0.919918	1.02246	2	6	1.09288845	0.08194633	4.138298312	0.065935	46.36634791	0.052319382	L	L	2.56e-7	1.98e-8	-1.84979	0.123881818	-	-	0.909098378	0.071453163	50.95476294	0.0479	ISM	PL	50.9547	0.0479	28.2445	170903A	14.132051268456063	0.20369304290673798
171205A	0.0368	5.48376	5.37422	5.59331	-12.4293	-12.5012	-12.3574	1.67	0.16	0.14	1.13263	1.01717	1.24808	3	6.6	0.988144946	0.00324642	5.468065011	0.109545	42.06268618	0.071914156	A	A	5.89e-8	1.28e-8	-1.98678	0.425384848	-	-	0.999522356	0.01536566	47.26723802	0.0947	ISM	PL	47.2672	0.0947	26.699	171205A	43.54991262426867	1.2973831946311076
171222A	2.409	4.78231	4.40386	5.16077	-12.1094	-12.3191	-11.8996	2.34	0.44	0.41	0.718496	0.59154	0.845452	3.3	6	1.517375894	0.479332674	4.249682999	0.378455	46.72960833	0.250632507	L	L	3.91e-8	9.33e-9	-2.12701	0.404257576	-	-	1.168554455	0.579356642	51.31730413	0.239	ISM	PL	51.3173	0.239	28.7793	171222A	12.672403296102857	0.9103114257320224
180329B	1.998	4.02296	3.97982	4.0661	-11.1493	-11.1975	-11.101	1.77	0.12	0.12	1.50063	1.43097	1.5703	2.8	5.2	0.776834895	0.062030713	3.546128371	0.04314	47.20075559	0.05941946	L-G-P	L-G	9.09e-8	2.02e-8	-1.91187	0.350969697	-	-	0.907772095	0.34980595	51.37629371	0.1932	S	PL	51.3763	0.1932	28.6802	180329B	12.449716959288077	0.7229520514436285
180404A	1	4.20449	4.08029	4.32869	-11.6243	-11.6904	-11.5582	1.72	0.46	0.33	1.17089	1.0686	1.27318	2.4	6	0.823591017	0.136662768	3.903460004	0.1242	46.00941842	0.097788236	L	L	9.32e-8	8.25e-9	-1.67403	0.136627273	-	-	0.797761829	0.075550286	50.58945006	0.0563	S	PL	50.5894	0.0563	28.3094	180404A	15.774914766498197	0.2675388077674527
180620B	1.1175	4.6659	4.59877	4.73302	-10.9823	-11.026	-10.9386	1.9	0.11	0.1	1.09835	1.0389	1.15779	3	6	0.927721578	0.044291562	4.340076581	0.067125	46.8224835	0.048369389	L	L-G	3.29e-7	1.3e-8	-1.09862	0.063030303	-	-	0.508521462	0.024046765	51.06038511	0.0268	N/A	PL	51.0604	0.0268	28.3691	180620B	13.690095463592943	0.11038549835897321
180624A	2.855	4.171185481	4.071806426	4.270564536	-11.54404073	-11.63219066	-11.45589079	1.95	0.17	0.17	1.243849338	1.120482895	1.367215782	3	6	0.934757118	0.12995564	3.585161099	0.099379055	47.26318207	0.106845433	L	L-G	8.96e-8	1.08e-8	-1.87278	0.185448485	-	-	0.842259616	0.210766043	51.71421998	0.1206	Wind	PL	51.7142	0.1206	28.8686	180624A	11.24791336984776	0.4072088094796645
180728A	0.117	3.8695	3.85476	3.88425	-9.42335	-9.43324	-9.41347	1.8595	0.285175385	0.200202398	1.1986	1.1895	1.2077	2	7	0.984574377	0.01602331	3.821446827	0.014745	46.12004795	0.012151868	B	B	8.51e-6	8.22e-8	-1.87901	0.018812121	-	-	0.986702087	0.002053816	50.47407544	0.0043	ISM	PL	50.4741	0.0043	27.2255	180728A	16.332949337896626	0.021131295703911354
181010A	1.39	3.15711	3.0993	3.21491	-9.92652	-9.96114	-9.89191	2.115	0.163248277	0.149164339	1.07011	1.03673	1.10348	2	6	1.105390578	0.091178993	2.778712099	0.057805	48.1888235	0.049814594	L-G	L-G	1.25e-7	1.12e-8	-1.17783	0.139594242	-	-	0.488531529	0.059418887	50.85629031	0.0657	ISM	PL	50.8563	0.0657	28.4863	181010A	14.557068636627298	0.28794519055589285
181020A	2.938	4.29043	4.24287	4.33798	-10.4242	-10.606	-10.3224	2.228	0.228270125	0.169207713	2.64643	2.55445	2.73842	3.2	5.2	1.366856311	0.225660576	3.695154288	0.047555	48.5780446	0.158896452	L	L	7.6e-7	2.13e-8	-0.863463	0.045110303	-	-	0.21059455	0.013021371	52.07056886	0.0295	ISM	PL	52.0705	0.0295	28.8836	181020A	10.106765843834047	0.08945676616471367
